CATION_ANION TEMP PRESSURE xCO2
C0505_A0020 333.20  54.30 0.3240
C0505_A0020 333.20  59.50 0.3620
C0505_A0020 323.15  3.80 0.0396
C0505_A0020 323.15  11.60 0.1130
C0505_A0020 323.15  20.60 0.1798
C0505_A0020 323.15  27.30 0.2276
C0505_A0020 323.15  34.10 0.2803
C0505_A0020 323.15  39.70 0.3075
C0505_A0020 298.40  0.81 0.0140
C0505_A0020 298.60  0.61 0.0101
C0505_A0020 298.60  1.18 0.0196
C0505_A0020 298.60  1.59 0.0261
C0505_A0020 313.10  0.92 0.0120
C0505_A0020 313.30  1.79 0.0227
C0505_A0020 323.10  1.92 0.0208
C0505_A0020 324.50  1.01 0.0102
C0505_A0020 324.70  0.46 0.0043
C0505_A0020 332.90  1.71 0.0152
C0505_A0020 333.80  1.07 0.0094
C0505_A0020 342.90  1.81 0.0140
C0505_A0020 352.00  1.20 0.0078
C0505_A0020 352.40  1.90 0.0131
C0505_A0020 354.20  0.65 0.0040
C0505_A0186 303.15  5.50 0.0962
C0505_A0186 303.15  11.20 0.1909
C0505_A0186 303.15  20.40 0.3076
C0505_A0186 303.15  27.70 0.3935
C0505_A0186 303.15  33.20 0.4475
C0505_A0186 303.15  39.30 0.5116
C0505_A0186 303.15  42.40 0.5348
C0505_A0186 313.15  5.80 0.0886
C0505_A0186 313.15  12.10 0.1730
C0505_A0186 313.15  21.10 0.2772
C0505_A0186 313.15  28.90 0.3608
C0505_A0186 313.15  34.80 0.4124
C0505_A0186 313.15  39.00 0.4453
C0505_A0186 313.15  42.10 0.4718
C0505_A0186 323.15  6.10 0.0805
C0505_A0186 323.15  12.60 0.1587
C0505_A0186 323.15  21.60 0.2540
C0505_A0186 323.15  29.10 0.3235
C0505_A0186 323.15  35.40 0.3770
C0505_A0186 323.15  39.50 0.4047
C0505_A0186 323.15  42.00 0.4245
C0505_A0186 333.15  6.00 0.0705
C0505_A0186 333.15  12.90 0.1427
C0505_A0186 333.15  22.30 0.2293
C0505_A0186 333.15  29.70 0.2901
C0505_A0186 333.15  34.60 0.3332
C0505_A0186 333.15  39.40 0.3624
C0505_A0186 333.15  42.70 0.3821
C0505_A0188 333.23  14.90 0.2000
C0505_A0188 333.23  28.10 0.3590
C0505_A0188 333.23  40.40 0.4550
C0505_A0188 333.23  51.60 0.5460
C0505_A0188 333.23  64.00 0.6160
C0505_A0188 333.23  74.20 0.6710
C0505_A0188 333.23  84.10 0.7440
C0505_A0033 353.15  24.54 0.1306
C0505_A0033 358.15  25.25 0.1306
C0505_A0033 363.15  26.67 0.1306
C0505_A0033 368.15  28.09 0.1306
C0505_A0033 373.15  29.69 0.1306
C0505_A0033 353.15  31.42 0.1522
C0505_A0033 358.15  33.80 0.1522
C0505_A0033 363.15  35.82 0.1522
C0505_A0033 368.15  38.48 0.1522
C0505_A0033 373.15  40.51 0.1522
C0505_A0033 353.15  43.38 0.1786
C0505_A0033 358.15  46.29 0.1786
C0505_A0033 363.15  49.15 0.1786
C0505_A0033 368.15  52.98 0.1786
C0505_A0033 373.15  56.01 0.1786
C0505_A0033 353.15  66.64 0.2375
C0505_A0033 358.15  71.52 0.2375
C0505_A0033 363.15  75.62 0.2375
C0505_A0033 368.15  80.95 0.2375
C0505_A0033 373.15  83.89 0.2375
C0505_A0033 353.15  90.14 0.2652
C0505_A0033 358.15  94.77 0.2652
C0505_A0033 363.15  100.04 0.2652
C0505_A0033 368.15  109.15 0.2652
C0505_A0033 373.15  116.68 0.2652
C0505_A0033 353.15  111.67 0.3021
C0505_A0033 358.15  121.76 0.3021
C0505_A0033 363.15  133.64 0.3021
C0505_A0033 368.15  142.39 0.3021
C0505_A0033 373.15  149.95 0.3021
C0505_A0033 353.15  136.25 0.3430
C0505_A0033 358.15  145.27 0.3430
C0505_A0033 363.15  157.73 0.3430
C0505_A0033 368.15  171.86 0.3430
C0505_A0033 373.15  184.73 0.3430
C0505_A0033 353.15  212.99 0.3777
C0505_A0033 358.15  233.50 0.3777
C0505_A0033 363.15  255.73 0.3777
C0505_A0033 368.15  269.97 0.3777
C0505_A0033 373.15  282.26 0.3777
C0505_A0033 353.15  293.64 0.4060
C0505_A0033 358.15  311.90 0.4060
C0505_A0033 363.15  330.17 0.4060
C0505_A0033 368.15  349.47 0.4060
C0505_A0033 373.15  369.46 0.4060
C0505_A0092 313.15  0.22 0.0043
C0505_A0092 313.15  0.44 0.0085
C0505_A0092 313.15  0.72 0.0141
C0505_A0092 313.15  1.04 0.0206
C0505_A0092 313.15  1.50 0.0298
C0505_A0092 313.15  1.75 0.0353
C0505_A0092 323.15  0.22 0.0037
C0505_A0092 323.15  0.45 0.0077
C0505_A0092 323.15  0.73 0.0126
C0505_A0092 323.15  1.04 0.0178
C0505_A0092 323.15  1.45 0.0252
C0505_A0092 323.15  1.73 0.0298
C0505_A0092 333.15  0.23 0.0032
C0505_A0092 333.15  0.44 0.0062
C0505_A0092 333.15  0.72 0.0105
C0505_A0092 333.15  1.03 0.0150
C0505_A0092 333.15  1.36 0.0197
C0505_A0092 333.15  1.69 0.0247
C0505_A0056 298.20  12.71 0.1598
C0505_A0056 298.20  24.86 0.2886
C0505_A0056 298.20  34.84 0.3781
C0505_A0056 298.20  44.29 0.4365
C0505_A0056 298.20  59.43 0.5149
C0505_A0056 313.30  14.16 0.1582
C0505_A0056 313.30  28.29 0.2575
C0505_A0056 313.20  42.86 0.3532
C0505_A0056 313.30  56.32 0.4117
C0505_A0056 313.30  70.17 0.4740
C0505_A0056 313.30  83.68 0.5207
C0505_A0056 313.30  95.34 0.5565
C0505_A0056 313.30  115.29 0.5636
C0505_A0056 333.30  18.30 0.1543
C0505_A0056 333.20  28.88 0.2181
C0505_A0056 333.30  42.17 0.2849
C0505_A0056 333.30  56.45 0.3466
C0505_A0056 333.30  69.96 0.3984
C0505_A0056 333.30  83.90 0.4580
C0505_A0056 333.30  97.45 0.4976
C0505_A0056 333.30  114.84 0.5264
C0505_A0056 293.36  10.18 0.2000
C0505_A0056 303.45  13.60 0.2000
C0505_A0056 313.36  17.71 0.2000
C0505_A0056 293.50  19.80 0.3000
C0505_A0056 322.94  22.60 0.2000
C0505_A0056 303.40  25.90 0.3000
C0505_A0056 332.72  26.44 0.2000
C0505_A0056 293.38  30.15 0.4100
C0505_A0056 313.06  32.30 0.3000
C0505_A0056 343.12  31.08 0.2000
C0505_A0056 303.45  39.50 0.4100
C0505_A0056 353.09  37.45 0.2000
C0505_A0056 323.04  40.05 0.3000
C0505_A0056 293.44  44.96 0.5070
C0505_A0056 363.25  43.28 0.2000
C0505_A0056 313.32  50.88 0.4100
C0505_A0056 333.28  48.60 0.3000
C0505_A0056 302.91  60.56 0.5070
C0505_A0056 343.34  57.76 0.3000
C0505_A0056 323.47  63.95 0.4100
C0505_A0056 353.10  67.22 0.3000
C0505_A0056 313.03  88.56 0.5070
C0505_A0056 333.13  77.43 0.4100
C0505_A0056 363.11  77.76 0.3000
C0505_A0056 343.01  94.52 0.4100
C0505_A0056 293.41  326.06 0.6010
C0505_A0056 322.93  131.84 0.5070
C0505_A0056 353.13  111.66 0.4100
C0505_A0056 333.21  175.66 0.5070
C0505_A0056 303.14  398.66 0.6010
C0505_A0056 363.18  131.06 0.4100
C0505_A0056 343.12  217.50 0.5070
C0505_A0056 313.17  467.49 0.6010
C0505_A0056 353.01  257.59 0.5070
C0505_A0056 363.20  295.83 0.5070
C0505_A0056 323.07  531.74 0.6010
C0505_A0056 333.15  590.07 0.6010
C0505_A0056 343.17  642.17 0.6010
C0505_A0056 353.19  690.02 0.6010
C0505_A0056 363.21  736.40 0.6010
C0505_A0071 303.16  0.66 0.0399
C0505_A0071 303.16  0.66 0.0398
C0505_A0071 303.18  0.67 0.0401
C0505_A0071 313.15  0.69 0.0340
C0505_A0071 313.17  0.69 0.0340
C0505_A0071 313.18  0.68 0.0339
C0505_A0071 323.20  0.72 0.0292
C0505_A0071 323.20  0.71 0.0293
C0505_A0071 323.23  0.71 0.0293
C0505_A0071 333.21  0.74 0.0253
C0505_A0071 333.23  0.74 0.0255
C0505_A0071 333.24  0.74 0.0255
C0505_A0071 343.24  0.77 0.0224
C0505_A0071 343.24  0.76 0.0224
C0505_A0071 343.27  0.77 0.0221
C0505_A0191 298.10  0.10 0.0010
C0505_A0191 298.10  0.50 0.0040
C0505_A0191 298.10  1.00 0.0060
C0505_A0191 298.10  4.00 0.0210
C0505_A0191 298.10  7.00 0.0510
C0505_A0191 298.10  10.00 0.0750
C0505_A0191 298.10  13.00 0.1090
C0505_A0191 298.10  15.00 0.1400
C0505_A0191 298.10  20.00 0.1910
C0505_A0194 298.20  0.10 0.1230
C0505_A0194 298.10  0.50 0.1960
C0505_A0194 298.20  1.00 0.2180
C0505_A0194 298.20  4.00 0.2670
C0505_A0194 298.10  7.00 0.2990
C0505_A0194 298.10  10.01 0.3250
C0505_A0194 298.20  13.00 0.3490
C0505_A0194 298.20  14.99 0.3650
C0505_A0194 298.20  20.00 0.4030
C0505_A0195 298.10  0.10 0.1180
C0505_A0195 298.10  0.50 0.2120
C0505_A0195 298.10  1.00 0.2450
C0505_A0195 298.10  4.00 0.3110
C0505_A0195 298.10  7.00 0.3490
C0505_A0195 298.10  10.00 0.3800
C0505_A0195 298.10  13.00 0.4070
C0505_A0195 298.10  15.00 0.4270
C0505_A0195 298.10  20.00 0.4600
C0505_A0112 313.31  14.30 0.0962
C0505_A0112 313.31  26.50 0.1210
C0505_A0112 313.31  44.10 0.2060
C0505_A0112 313.31  63.90 0.3450
C0505_A0112 313.31  84.00 0.4600
C0505_A0112 333.36  20.90 0.0932
C0505_A0112 333.36  41.40 0.2160
C0505_A0112 333.36  56.50 0.3080
C0505_A0112 333.36  66.90 0.3500
C0505_A0112 333.36  78.00 0.4060
C0505_A0112 333.36  91.20 0.4940
C0505_A0112 313.15  22.60 0.2309
C0505_A0112 323.15  27.50 0.2309
C0505_A0112 333.15  31.60 0.2309
C0505_A0112 343.15  35.80 0.2309
C0505_A0112 353.15  40.70 0.2309
C0505_A0112 363.15  45.00 0.2309
C0505_A0112 313.15  24.10 0.2530
C0505_A0112 323.15  30.10 0.2530
C0505_A0112 333.15  34.20 0.2530
C0505_A0112 343.15  39.40 0.2530
C0505_A0112 353.15  43.40 0.2530
C0505_A0112 363.15  47.60 0.2530
C0505_A0112 313.15  24.80 0.3017
C0505_A0112 323.15  31.30 0.3017
C0505_A0112 333.15  37.80 0.3017
C0505_A0112 343.15  43.20 0.3017
C0505_A0112 353.15  48.70 0.3017
C0505_A0112 363.15  55.10 0.3017
C0505_A0112 313.15  39.80 0.4127
C0505_A0112 323.15  49.80 0.4127
C0505_A0112 333.15  60.80 0.4127
C0505_A0112 343.15  73.10 0.4127
C0505_A0112 353.15  84.90 0.4127
C0505_A0112 363.15  98.20 0.4127
C0505_A0112 313.15  48.30 0.4486
C0505_A0112 323.15  56.00 0.4486
C0505_A0112 333.15  64.10 0.4486
C0505_A0112 343.15  76.50 0.4486
C0505_A0112 353.15  97.70 0.4486
C0505_A0112 363.15  109.00 0.4486
C0505_A0112 313.15  54.40 0.4775
C0505_A0112 323.15  62.50 0.4775
C0505_A0112 333.15  72.60 0.4775
C0505_A0112 343.15  83.00 0.4775
C0505_A0112 353.15  102.00 0.4775
C0505_A0112 363.15  118.00 0.4775
C0505_A0112 313.15  63.30 0.5227
C0505_A0112 323.15  80.00 0.5227
C0505_A0112 333.15  93.40 0.5227
C0505_A0112 343.15  110.10 0.5227
C0505_A0112 353.15  124.70 0.5227
C0505_A0112 363.15  141.90 0.5227
C0505_A0112 313.15  76.70 0.5802
C0505_A0112 323.15  98.90 0.5802
C0505_A0112 333.15  129.20 0.5802
C0505_A0112 343.15  157.30 0.5802
C0505_A0112 353.15  181.30 0.5802
C0505_A0112 363.15  208.10 0.5802
C0505_A0112 313.15  90.70 0.6316
C0505_A0112 323.15  123.50 0.6316
C0505_A0112 333.15  151.30 0.6316
C0505_A0112 343.15  189.20 0.6316
C0505_A0112 353.15  222.70 0.6316
C0505_A0112 313.15  91.90 0.6420
C0505_A0112 323.15  128.00 0.6420
C0505_A0112 333.15  154.70 0.6420
C0505_A0112 343.15  191.90 0.6420
C0505_A0112 353.15  233.80 0.6420
C0505_A0112 313.15  99.90 0.6556
C0505_A0112 323.15  169.80 0.6556
C0505_A0112 333.15  216.00 0.6556
C0505_A0112 343.15  264.80 0.6556
C0505_A0112 313.15  117.80 0.6638
C0505_A0112 323.15  205.30 0.6638
C0505_A0112 313.15  174.00 0.6835
C0505_A0054 303.35  5.50 0.0517
C0505_A0054 314.05  7.00 0.0517
C0505_A0054 323.65  9.00 0.0517
C0505_A0054 333.05  10.50 0.0517
C0505_A0054 342.75  13.00 0.0517
C0505_A0054 304.55  10.00 0.0904
C0505_A0054 314.55  12.50 0.0904
C0505_A0054 323.15  14.50 0.0904
C0505_A0054 332.95  17.50 0.0904
C0505_A0054 342.35  20.50 0.0904
C0505_A0054 303.85  14.00 0.1300
C0505_A0054 313.85  17.00 0.1300
C0505_A0054 323.15  20.50 0.1300
C0505_A0054 332.85  24.50 0.1300
C0505_A0054 342.85  28.50 0.1300
C0505_A0054 303.95  15.00 0.1467
C0505_A0054 314.45  19.00 0.1467
C0505_A0054 324.05  22.50 0.1467
C0505_A0054 332.85  26.50 0.1467
C0505_A0054 343.05  31.50 0.1467
C0505_A0054 302.35  18.50 0.1835
C0505_A0054 313.35  23.50 0.1835
C0505_A0054 322.85  28.00 0.1835
C0505_A0054 332.55  33.50 0.1835
C0505_A0054 342.35  39.50 0.1835
C0505_A0054 302.45  26.00 0.2482
C0505_A0054 313.45  33.00 0.2482
C0505_A0054 323.65  40.50 0.2482
C0505_A0054 333.85  49.00 0.2482
C0505_A0054 342.75  57.50 0.2482
C0505_A0054 302.75  32.50 0.2941
C0505_A0054 312.95  41.00 0.2941
C0505_A0054 323.05  50.50 0.2941
C0505_A0054 332.75  60.50 0.2941
C0505_A0054 342.75  72.00 0.2941
C0505_A0054 303.05  42.00 0.3547
C0505_A0054 313.25  53.00 0.3547
C0505_A0054 322.95  65.50 0.3547
C0505_A0054 332.95  80.50 0.3547
C0505_A0054 342.75  96.50 0.3547
C0505_A0054 302.65  49.50 0.3971
C0505_A0054 312.45  61.50 0.3971
C0505_A0054 323.05  78.50 0.3971
C0505_A0054 332.95  98.00 0.3971
C0505_A0054 343.15  120.50 0.3971
C0505_A0054 303.35  62.00 0.4576
C0505_A0054 313.25  82.50 0.4576
C0505_A0054 323.35  116.50 0.4576
C0505_A0054 333.15  156.00 0.4576
C0505_A0054 342.95  196.00 0.4576
C0505_A0054 302.45  97.00 0.4974
C0505_A0054 313.35  160.00 0.4974
C0505_A0054 323.25  214.00 0.4974
C0505_A0054 333.15  263.50 0.4974
C0505_A0054 342.95  307.50 0.4974
C0505_A0054 304.45  158.00 0.5219
C0505_A0054 313.75  216.00 0.5219
C0505_A0054 323.75  266.50 0.5219
C0505_A0054 333.55  317.50 0.5219
C0505_A0054 343.15  357.00 0.5219
C0505_A0044 293.20  9.08 0.1118
C0505_A0044 293.20  14.57 0.1716
C0505_A0044 293.20  21.39 0.2378
C0505_A0044 293.20  30.31 0.3165
C0505_A0044 293.20  41.20 0.3997
C0505_A0044 313.25  9.33 0.0819
C0505_A0044 313.25  23.59 0.1892
C0505_A0044 313.25  34.28 0.2658
C0505_A0044 313.25  43.68 0.3206
C0505_A0044 313.25  45.83 0.3343
C0505_A0044 313.25  56.70 0.3870
C0505_A0044 313.25  66.43 0.4282
C0505_A0044 313.25  79.62 0.4704
C0505_A0044 313.25  93.57 0.4915
C0505_A0044 333.10  17.56 0.1118
C0505_A0044 333.10  25.06 0.1559
C0505_A0044 333.10  40.08 0.2292
C0505_A0044 333.10  50.29 0.2749
C0505_A0044 333.10  62.30 0.3206
C0505_A0044 333.10  72.84 0.3509
C0505_A0044 333.10  81.77 0.3794
C0505_A0044 333.10  89.44 0.3970
C0505_A0044 353.10  17.80 0.0878
C0505_A0044 353.10  23.93 0.1146
C0505_A0044 353.10  32.62 0.1511
C0505_A0044 353.10  44.67 0.1984
C0505_A0044 353.10  51.69 0.2225
C0505_A0044 353.10  58.79 0.2439
C0505_A0044 353.10  74.95 0.2893
C0505_A0044 353.10  94.28 0.3385
C0505_A0044 373.10  17.80 0.0878
C0505_A0044 373.10  23.93 0.1146
C0505_A0044 373.10  32.62 0.1511
C0505_A0044 373.10  44.67 0.1984
C0505_A0044 373.10  51.69 0.2225
C0505_A0044 373.10  58.79 0.2439
C0505_A0044 373.10  74.95 0.2893
C0505_A0044 373.10  94.28 0.3385
C0505_A0044 393.10  9.73 0.0329
C0505_A0044 393.10  19.60 0.0646
C0505_A0044 393.10  30.41 0.0964
C0505_A0044 393.10  40.76 0.1256
C0505_A0044 393.10  52.26 0.1553
C0505_A0044 393.10  64.12 0.1837
C0505_A0044 393.10  77.29 0.2125
C0505_A0044 393.10  92.46 0.2429
C0505_A0044 413.10  11.13 0.0320
C0505_A0044 413.10  22.58 0.0626
C0505_A0044 413.10  34.31 0.0928
C0505_A0044 413.10  46.55 0.1217
C0505_A0044 413.10  59.93 0.1508
C0505_A0044 413.10  73.80 0.1796
C0505_A0044 413.10  85.85 0.2012
C0505_A0044 413.10  98.05 0.2230
C0505_A0196 298.20  12.58 0.3672
C0505_A0196 298.20  20.72 0.4844
C0505_A0196 298.20  31.36 0.5665
C0505_A0196 298.20  41.98 0.6485
C0505_A0196 298.30  61.73 0.7410
C0505_A0196 313.20  18.75 0.3153
C0505_A0196 313.20  32.76 0.4828
C0505_A0196 313.20  44.62 0.5648
C0505_A0196 313.20  57.58 0.6387
C0505_A0196 313.20  70.29 0.6946
C0505_A0196 313.20  83.66 0.7379
C0505_A0196 313.20  98.26 0.7652
C0505_A0196 313.30  114.27 0.7740
C0505_A0196 333.30  17.12 0.2770
C0505_A0196 333.30  32.32 0.4106
C0505_A0196 333.30  46.49 0.5015
C0505_A0196 333.30  58.12 0.5706
C0505_A0196 333.30  70.47 0.6240
C0505_A0196 333.30  83.80 0.6702
C0505_A0196 333.30  99.01 0.7067
C0505_A0196 333.30  111.16 0.7401
C0505_A0090 313.15  15.47 0.1960
C0505_A0090 313.15  29.06 0.2760
C0505_A0090 313.15  42.63 0.3420
C0505_A0090 313.15  56.70 0.3970
C0505_A0090 313.15  71.18 0.4490
C0505_A0090 313.15  83.72 0.4970
C0505_A0090 313.15  92.00 0.5130
C0505_A0090 323.15  17.12 0.1690
C0505_A0090 323.15  30.08 0.2630
C0505_A0090 323.15  42.77 0.3360
C0505_A0090 323.15  57.39 0.3880
C0505_A0090 323.15  70.42 0.4460
C0505_A0090 323.15  84.41 0.4980
C0505_A0090 323.15  92.62 0.5300
C0505_A0090 333.15  18.37 0.1830
C0505_A0090 333.15  29.26 0.2360
C0505_A0090 333.15  44.15 0.3140
C0505_A0090 333.15  56.01 0.3690
C0505_A0090 333.15  70.77 0.4250
C0505_A0090 333.15  84.35 0.4800
C0505_A0090 333.15  93.17 0.5220
C0505_A0090 298.20  10.31 0.0992
C0505_A0090 298.20  19.62 0.1807
C0505_A0090 298.20  29.51 0.2479
C0505_A0090 298.20  42.00 0.3310
C0505_A0090 298.20  56.21 0.4073
C0505_A0090 313.20  93.16 0.4704
C0505_A0090 313.30  12.80 0.1038
C0505_A0090 313.30  26.98 0.1868
C0505_A0090 313.30  40.69 0.2595
C0505_A0090 313.30  56.23 0.3295
C0505_A0090 313.30  70.99 0.3902
C0505_A0090 333.10  13.11 0.0692
C0505_A0090 333.10  41.53 0.2058
C0505_A0090 333.10  56.43 0.2670
C0505_A0090 333.10  70.27 0.3224
C0505_A0090 333.10  88.92 0.4163
C0505_A0090 333.20  26.92 0.1330
C0505_A0090 293.20  3.68 0.0382
C0505_A0090 300.63  4.13 0.0382
C0505_A0090 308.22  4.63 0.0382
C0505_A0090 315.68  5.23 0.0382
C0505_A0090 323.17  5.87 0.0382
C0505_A0090 330.68  6.62 0.0382
C0505_A0090 338.14  7.42 0.0382
C0505_A0090 345.72  8.22 0.0382
C0505_A0090 353.17  9.02 0.0382
C0505_A0090 360.69  9.92 0.0382
C0505_A0090 368.21  10.77 0.0382
C0505_A0090 293.16  9.38 0.0999
C0505_A0090 300.71  10.48 0.0999
C0505_A0090 308.21  12.03 0.0999
C0505_A0090 315.72  13.73 0.0999
C0505_A0090 323.19  15.58 0.0999
C0505_A0090 330.66  17.58 0.0999
C0505_A0090 338.21  19.73 0.0999
C0505_A0090 345.64  21.98 0.0999
C0505_A0090 353.22  24.33 0.0999
C0505_A0090 360.69  26.78 0.0999
C0505_A0090 368.18  29.28 0.0999
C0505_A0090 293.13  12.85 0.1491
C0505_A0090 300.64  15.15 0.1491
C0505_A0090 308.44  17.70 0.1491
C0505_A0090 315.72  20.35 0.1491
C0505_A0090 323.11  23.24 0.1491
C0505_A0090 330.69  26.25 0.1491
C0505_A0090 338.12  29.55 0.1491
C0505_A0090 345.68  33.05 0.1491
C0505_A0090 353.17  36.75 0.1491
C0505_A0090 360.72  40.55 0.1491
C0505_A0090 368.24  44.45 0.1491
C0505_A0090 293.20  19.11 0.2000
C0505_A0090 300.71  22.51 0.2000
C0505_A0090 308.13  26.16 0.2000
C0505_A0090 315.66  30.36 0.2000
C0505_A0090 323.18  34.86 0.2000
C0505_A0090 330.70  39.70 0.2000
C0505_A0090 338.21  44.71 0.2000
C0505_A0090 345.71  50.20 0.2000
C0505_A0090 353.18  55.80 0.2000
C0505_A0090 360.69  61.75 0.2000
C0505_A0090 368.22  67.90 0.2000
C0505_A0090 293.17  25.35 0.2491
C0505_A0090 300.64  29.95 0.2491
C0505_A0090 308.17  35.15 0.2491
C0505_A0090 315.68  40.74 0.2491
C0505_A0090 323.14  47.00 0.2491
C0505_A0090 330.72  53.90 0.2491
C0505_A0090 338.22  61.05 0.2491
C0505_A0090 345.69  68.75 0.2491
C0505_A0090 353.18  76.90 0.2491
C0505_A0090 360.73  85.34 0.2491
C0505_A0090 368.18  94.19 0.2491
C0505_A0090 293.18  31.62 0.2997
C0505_A0090 300.68  37.57 0.2997
C0505_A0090 308.15  44.17 0.2997
C0505_A0090 315.68  52.02 0.2997
C0505_A0090 323.17  60.47 0.2997
C0505_A0090 330.68  69.82 0.2997
C0505_A0090 338.14  80.17 0.2997
C0505_A0090 345.64  91.12 0.2997
C0505_A0090 353.18  102.97 0.2997
C0505_A0090 360.74  115.42 0.2997
C0505_A0090 368.19  128.32 0.2997
C0505_A0011 313.15  15.17 0.2310
C0505_A0011 313.15  29.52 0.3600
C0505_A0011 313.15  43.58 0.4550
C0505_A0011 313.15  57.09 0.5430
C0505_A0011 313.15  70.33 0.6160
C0505_A0011 313.15  84.95 0.6980
C0505_A0011 313.15  95.67 0.7290
C0505_A0011 323.15  17.38 0.2360
C0505_A0011 323.15  30.07 0.3390
C0505_A0011 323.15  42.89 0.4440
C0505_A0011 323.15  57.02 0.5100
C0505_A0011 323.15  70.19 0.5810
C0505_A0011 323.15  84.19 0.6400
C0505_A0011 323.15  92.46 0.6750
C0505_A0011 333.15  15.79 0.2280
C0505_A0011 333.15  29.10 0.3430
C0505_A0011 333.15  42.27 0.4160
C0505_A0011 333.15  56.54 0.4950
C0505_A0011 333.15  71.43 0.5640
C0505_A0011 333.15  83.77 0.6200
C0505_A0011 333.15  93.01 0.6670
C0505_A0011 283.15  0.03 0.0020
C0505_A0011 283.15  0.50 0.0120
C0505_A0011 283.15  0.50 0.0140
C0505_A0011 283.15  1.00 0.0240
C0505_A0011 283.15  1.00 0.0270
C0505_A0011 283.15  1.50 0.0370
C0505_A0011 283.15  1.50 0.0390
C0505_A0011 283.15  2.00 0.0500
C0505_A0011 283.15  2.00 0.0510
C0505_A0011 283.15  2.50 0.0620
C0505_A0011 283.15  2.50 0.0630
C0505_A0011 283.15  3.00 0.0740
C0505_A0011 283.15  3.00 0.0750
C0505_A0011 283.15  3.50 0.0850
C0505_A0011 283.15  3.50 0.0860
C0505_A0011 283.15  4.00 0.0960
C0505_A0011 283.15  4.00 0.0970
C0505_A0011 283.15  4.50 0.1070
C0505_A0011 283.15  4.50 0.1080
C0505_A0011 283.15  4.99 0.1180
C0505_A0011 283.15  5.00 0.1190
C0505_A0011 283.15  5.50 0.1280
C0505_A0011 283.15  5.50 0.1290
C0505_A0011 283.15  6.00 0.1390
C0505_A0011 283.15  6.00 0.1390
C0505_A0011 283.15  6.50 0.1490
C0505_A0011 283.15  6.50 0.1490
C0505_A0011 283.15  7.00 0.1580
C0505_A0011 283.15  7.00 0.1590
C0505_A0011 283.15  7.50 0.1680
C0505_A0011 283.15  7.50 0.1690
C0505_A0011 283.15  7.99 0.1770
C0505_A0011 283.15  8.00 0.1780
C0505_A0011 283.15  8.49 0.1870
C0505_A0011 283.15  8.50 0.1870
C0505_A0011 283.15  9.00 0.1960
C0505_A0011 283.15  9.00 0.1960
C0505_A0011 283.15  9.49 0.2050
C0505_A0011 283.15  9.50 0.2050
C0505_A0011 283.15  10.00 0.2130
C0505_A0011 283.15  10.00 0.2140
C0505_A0011 283.15  10.50 0.2220
C0505_A0011 283.15  10.50 0.2220
C0505_A0011 283.15  10.99 0.2300
C0505_A0011 283.15  11.00 0.2310
C0505_A0011 283.15  11.49 0.2380
C0505_A0011 283.15  11.50 0.2390
C0505_A0011 283.15  11.99 0.2460
C0505_A0011 283.15  12.00 0.2470
C0505_A0011 283.15  12.49 0.2540
C0505_A0011 283.15  12.50 0.2550
C0505_A0011 283.15  12.99 0.2620
C0505_A0011 283.15  12.99 0.2620
C0505_A0011 298.15  0.03 0.0010
C0505_A0011 298.15  0.50 0.0080
C0505_A0011 298.15  0.51 0.0100
C0505_A0011 298.15  1.00 0.0170
C0505_A0011 298.15  1.01 0.0190
C0505_A0011 298.15  1.50 0.0260
C0505_A0011 298.15  1.51 0.0280
C0505_A0011 298.15  2.00 0.0360
C0505_A0011 298.15  2.01 0.0370
C0505_A0011 298.15  2.50 0.0450
C0505_A0011 298.15  2.51 0.0460
C0505_A0011 298.15  3.00 0.0530
C0505_A0011 298.15  3.01 0.0550
C0505_A0011 298.15  3.50 0.0620
C0505_A0011 298.15  3.51 0.0630
C0505_A0011 298.15  4.00 0.0700
C0505_A0011 298.15  4.01 0.0710
C0505_A0011 298.15  4.50 0.0790
C0505_A0011 298.15  4.51 0.0790
C0505_A0011 298.15  5.00 0.0880
C0505_A0011 298.15  5.01 0.0870
C0505_A0011 298.15  5.50 0.0960
C0505_A0011 298.15  5.51 0.0950
C0505_A0011 298.15  6.00 0.1040
C0505_A0011 298.15  6.01 0.1030
C0505_A0011 298.15  6.50 0.1100
C0505_A0011 298.15  6.51 0.1110
C0505_A0011 298.15  7.00 0.1190
C0505_A0011 298.15  7.01 0.1180
C0505_A0011 298.15  7.50 0.1260
C0505_A0011 298.15  7.51 0.1250
C0505_A0011 298.15  7.99 0.1340
C0505_A0011 298.15  8.00 0.1330
C0505_A0011 298.15  8.50 0.1400
C0505_A0011 298.15  8.50 0.1410
C0505_A0011 298.15  9.00 0.1470
C0505_A0011 298.15  9.00 0.1480
C0505_A0011 298.15  9.50 0.1540
C0505_A0011 298.15  9.50 0.1540
C0505_A0011 298.15  10.00 0.1610
C0505_A0011 298.15  10.00 0.1610
C0505_A0011 298.15  10.50 0.1670
C0505_A0011 298.15  10.50 0.1680
C0505_A0011 298.15  10.99 0.1750
C0505_A0011 298.15  11.00 0.1750
C0505_A0011 298.15  11.49 0.1810
C0505_A0011 298.15  11.50 0.1810
C0505_A0011 298.15  11.99 0.1800
C0505_A0011 298.15  12.00 0.1860
C0505_A0011 298.15  12.49 0.1930
C0505_A0011 298.15  12.50 0.1940
C0505_A0011 298.15  12.99 0.2000
